NUM_CAS,ADREÇA,NUMERO,ESCALA,PIS,PORTA,CODI_POSTAL,POBLACIO,COMARCA,NOM_PROVINCIA,CODI_POBLACIO,CODI_COMARCA,CODI_PROVINCIA,REFERENCIA CADASTRAL,ZONA CLIMATICA,METRES_CADASTRE,ANY_CONSTRUCCIO,US_EDIFICI,Qualificació de consum d'energia primaria no renovable,Energia primària no renovable,Qualificacio d'emissions de CO2,Emissions de CO2,Consum d'energia final,Cost anual aproximat d'energia per habitatge,VEHICLE ELECTRIC,SOLAR TERMICA,SOLAR FOTOVOLTAICA,SISTEMA BIOMASSA,XARXA DISTRICTE,ENERGIA GEOTERMICA,INFORME_INS_TECNICA_EDIFICI,Eina de certificacio,VALOR AILLAMENTS,VALOR FINESTRES,Motiu de la certificacio,VALOR AILLAMENTS CTE,VALOR FINESTRES CTE,UTM_X,UTM_Y,Normativa construcció,Tipus Tramit,TIPUS_TERCIARI,Qualificació emissions calefacció,Emissions calefacció,Qualificació emissions refrigeració,Emissions refrigeració,Qualificació emissions ACS,Emissions ACS,Qualificació emissions enllumenament,Emissions enllumenament,Qualificació energia calefacció,Energia calefacció,Qualificació energia refrigeració,Energia refrigeració,Qualificació energia ACS,Energia ACS,Qualificació energia enllumenament,Energia enllumenament,Qualificació energia calefacció demanda,Energia calefacció demanda,Qualificació energia refrigeració demanda,Energia refrigeració demanda,VENTILACIO US RESIDENCIAL,LONGITUD,LATITUD,GEOREFERÈNCIA,REHABILITACIO_ENERGETICA,ACTUACIONS_REHABILITACIO,DATA_ENTRADA,LIMADM_MUNICIPI,LIMADM COMARCA
3ZGCV8SC3,Lugar AEROPUERTO JOSEP TARRADELLAS BARCELONA-EL PRAT,S/N,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3125137DF2732E0000FH,C2,527,,Terciario,F,424.05,D,71.83,217.02,34.41,NO,NO,NO,NO,NO,NO,,CE3X,0.72,3.12,Certificación voluntaria,0.49,2.1,,,NBE-CT-79,Edificis existents,Otros,D,47.6,D,1.89,G,3.46,D,18.88,F,281.01,D,11.16,G,20.42,D,111.46,F,177.32,D,9.33,,,,,NO,,10/06/2022,,
72PMWH8SZ,Avinguda del Canal,110,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,,C2,2213,,Terciari,B,42.69,A,7.36,46.83,5.69,NO,NO,NO,NO,NO,NO,,HULC,0.29,1.76,Nova construcció,0.49,2.1,,,CTE 2013,Edificis acabats,Educació,A,2.25,A,1.67,,0,A,3.44,A,12.84,A,9.53,,0,,20.32,C,19.89,B,14.77,,,,,,,14/01/2020,,
0LMPHJCHQ,Carrer Riu Anoia,42,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3343212DF2734C,C2,3122,,Terciari,A,106.53,A,16.72,154.3,12.66,SI,NO,NO,NO,NO,SI,,HULC,0.44,2.24,Nova construcció o gran rehabilitació,0.49,2.1,,,CTE 2013,Edificis acabats,Esportiu,A,8.52,B,1.61,B,0.29,B,6.3,A,50.3,B,9.5,B,1.72,B,45.01,C,87.47,C,19.49,,,,,,,27/09/2023,,
WP9R46X4Y,Carrer TERESA PÀMIES,22,,,,08830,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4546103DF2744F0001UK,C2,6784.64,,Bloc d'habitatges plurifamiliar,B,44,B,9.1,0,0,,NO,NO,NO,,NO,,CALENER VYP,0,0,Nova construcció,0.49,2.1,,,CTE 2013,Edificis acabats,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/02/2016,,
Y8CB6YX85,Lugar AEROPUERTO JOSEP TARRADELLAS BARCELONA-EL PRAT,S/N,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3125133DF2732E0001WJ,C2,1100,,Terciario,E,223.03,C,37.78,114.14,18.1,NO,NO,NO,NO,NO,NO,,CE3X,1.8,3.2,"Edificios o partes de edificios (+500 m2) de uso administrativo, sanitario, comercial, docente, restauración...",0.49,2.1,,,NBE-CT-79,Edificis existents,Oficinas,D,29.51,A,0,F,1.15,C,7.12,F,174.21,A,0,F,6.81,C,42.01,F,120.27,A,0,,,,,NO,,11/06/2022,,
S88QVB9Q5,Carrer d'Antoni Tàpies,11,-,-,-,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4345601DF2744E0001BO,C2,3686,,Bloc d'habitatges plurifamiliar,B,39.49,B,7.37,25.5,0.08,NO,NO,NO,NO,NO,NO,,HULC,0.6,1.56,Nova construcció,0.49,2.1,,,CTE 2013,Edificis acabats,,B,4.22,C,1.49,A,1.66,,,B,22.85,D,8.78,A,7.85,,,C,19.48,E,10.94,,,,,,,01/02/2021,,
4DP4N3NYN,Avenida del Canal,110,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3858610DF2735H0001WE,C2,455.97,,Terciario,D,196.02,D,38.48,141.24,5529.53,NO,NO,NO,NO,NO,NO,,CE3X,0.61,4.46,Edificio existente de la administración pública,0.49,2.1,,,CTE 2006,Edificis existents,Otros,D,23.78,E,3.07,G,2.6,D,9.03,D,112.29,E,18.14,G,12.26,D,53.33,E,73.79,E,17.57,0.85,,,,NO,,18/04/2018,,
N604BND9M,Calle Josep Tarradellas Barcelona-El Prat Airport - CENAT,S/N,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,11152C4DF2711E0000XF,C2,1181,,Terciario,C,177.3,C,30.03,90.74,14.39,NO,NO,NO,NO,NO,NO,,CE3X,0.73,3.21,"Edificios o partes de edificios (+500 m2) de uso administrativo, sanitario, comercial, docente, restauración...",0.49,2.1,,,CTE 2006,Edificis existents,Otros,C,21.43,C,0.05,F,1.44,C,7.11,D,126.54,C,0.27,F,8.51,C,41.98,D,74.86,B,0.2,,,,,NO,,01/02/2023,,
74GFS6DF,Calle ESTEL POLAR,2,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3125197DF2732E0000QH,C2,1745,,Terciario,B,109.66,B,18.58,56.12,8.9,NO,NO,NO,NO,NO,NO,,CE3X,0.29,3.37,"Edificios o partes de edificios (+500 m2) de uso administrativo, sanitario, comercial, docente, restauración...",0.49,2.1,,,CTE 2013,Edificis existents,Otros,B,11.55,A,0,E,1.02,A,6.01,C,68.16,A,0,E,6,A,35.5,C,52.46,A,0,,,,,NO,,18/06/2022,,
MG3QW1CVZ,Calle ENRIC MORERA,24,,3,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,2330906UM7523S0101JT,C2,75,,Vivienda individual en bloque de viviendas,F,225.21,E,46.58,180.66,12.23,NO,NO,NO,NO,NO,NO,,CE3X,0.75,4.44,Compra o Venta,0.49,2.1,,,Abans de 1979,Edificis existents,,E,37.6,B,0.68,G,8.3,,0,F,181.99,C,4.04,G,39.18,,0,G,110.84,C,3.98,,,,,NO,,03/02/2020,,
4XPQCSY4M,Ronda de Ponent,41,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3147403DF2734G0001BM,C2,596,,Terciari,C,180.5,B,32.03,103.62,13.61,NO,NO,NO,NO,NO,NO,,CE3X,1.13,3.48,"Edificis o parts d’edificis (+500 m2) amb ús administratiu, sanitari, comercial, docent, restauració",0.49,2.1,,,CTE 2006,Edificis existents,Oficines,A,6.32,B,1.78,F,5.02,C,9.28,A,34.65,B,10.49,E,23.69,C,54.77,B,57.22,C,15.94,,,,,NO,,25/07/2022,,
7XYWPSL32,Carrer Isidre Nonell,45,,B,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4460423DF2746A0001OU,C2,88,,Habitatge unifamiliar,B,46.75,A,8.59,27.65,3.68,NO,NO,NO,NO,NO,NO,,CERMA,0.38,2.7,Nova construcció,0.49,2.1,,,CTE 2013,Edificis acabats,,A,5.65,A,0.93,A,2.01,,,B,31.67,B,5.5,A,9.58,,,A,16.43,B,5.63,,,,,,,02/09/2020,,
8PBQR52QN,Lugar AEROPUERTO JOSEP TARRADELLAS BARCELONA-EL PRAT,S/N,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3125147DF2732E0000IH,C2,635,,Terciario,E,373.73,D,63.31,191.27,30.33,NO,NO,NO,NO,NO,NO,,CE3X,1.8,5.7,"Edificios o partes de edificios (+500 m2) de uso administrativo, sanitario, comercial, docente, restauración...",0.49,2.1,,,NBE-CT-79,Edificis existents,Oficinas,C,32.37,F,5.31,G,3.43,E,22.19,E,191.12,F,31.35,G,20.25,E,131.01,E,129.46,E,23.88,,,,,NO,,11/06/2022,,
KYMCVN8PW,Passatge DE CLARA CAMPOAMOR,14,BCD,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,,C2,5398,,Bloc d'habitatges plurifamiliar,B,30.54,B,6.18,23.45,0.03,NO,NO,NO,NO,NO,NO,,HULC,0.27,1.88,Nova construcció,0.49,2.1,,,CTE 2013,Edificis acabats,,B,3.39,C,1.14,A,1.65,,,B,16.01,D,6.75,A,7.79,,,B,12.46,D,6.9,,,,,,,05/03/2020,,
FX3200FWS,Carrer d'Antoni Tàpies,26,ABCD,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4245803DF2744E0001IO,C2,6119.8,,Bloc d'habitatges plurifamiliar,B,36.47,B,7.53,30.05,137.99,NO,NO,NO,NO,NO,NO,,HULC,0.32,1.84,Nova construcció,0.49,2.1,,,CTE 2013,Edificis acabats,,B,5.22,B,0.77,A,1.76,,,B,24.65,C,4.55,A,8.33,,,C,20.29,C,4.96,0.28,,,,,,17/07/2017,,
BKBXRLPTX,Lloc Aeropuerto,S/N,K,OD,OS,08020,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3125184DF2732E0000EH,C2,2472.04,,Terciari,D,277.74,C,49.59,161.85,51216.74,NO,NO,NO,NO,NO,NO,,CE3X,1.1,3.41,Certificació voluntària,0.49,2.1,,,CTE 2006,Edificis existents,Altres,C,27.28,C,2.35,G,2.79,C,17.05,D,146.06,C,13.88,G,16.5,C,100.67,E,116.71,C,14.59,0.8,,,,NO,,26/09/2017,,
3ZXZ06HSD,Calle Joan Maragall,32,,,,08820,Prat de Llobregat (El),Barcelonès,Barcelona,08169,13,08,,C2,1112,,Bloque de viviendas plurifamiliar,B,29.16,A,4.94,14.92,0.2,NO,NO,NO,NO,NO,NO,,HULC,0.4,2.22,Nueva construcción,0.49,2.1,,,CTE 2013,Edificis acabats,,A,2.41,B,0.73,A,1.8,,,B,14.24,C,4.29,B,10.63,,,C,24.81,D,6.63,,,,,,,25/04/2019,,
48J2Q6BX3,Avenida APEL·LES MESTRES,107,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3553413DF2735D0001BD,C2,2027.41,,Terciario,A,18.54,A,2.08,116.73,174077.58,NO,NO,NO,NO,NO,NO,,HULC,0.33,1.3,Nueva construcción,0.49,2.1,,,CTE 2013,Edificis acabats,Comercio,A,7.1,C,1.18,E,0.11,C,5.2,A,41.91,C,6.98,E,0.64,C,36.97,C,31.3,C,6.94,0.4,,,,,,16/05/2018,,
SM96D69B2,Lugar AEROPUERTO JOSEP TARRADELLAS BARCELONA-EL PRAT,S/N,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3125150DF2732E0000IH,C2,3770,,Terciario,C,298.18,C,50.51,152.6,24.2,NO,NO,NO,NO,NO,NO,,CE3X,0.29,2.83,"Edificios o partes de edificios (+500 m2) de uso administrativo, sanitario, comercial, docente, restauración...",0.49,2.1,,,CTE 2013,Edificis existents,Oficinas,B,21.91,C,7.07,F,1.29,C,20.23,C,129.35,C,41.74,F,7.63,C,119.45,D,95.06,D,40.87,,,,,NO,,18/06/2022,,
6R0G4QYFL,Carrer Rector Homs,16,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,,C2,222.53,,Habitatge unifamiliar,A,24.82,A,4.26,0,0,,NO,NO,NO,,NO,,CALENER VYP,0,0,Nova construcció,0.49,2.1,,,CTE 2013,Edificis acabats,,A,2.9,A,0.6,A,0.76,,,A,16.8,A,3.51,A,4.51,,,A,17.96,C,7.87,,,,,,,09/02/2017,,
16HTFB88S,Lloc Aeropuerto,S/N,0,2,A,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3125131DF2732E0000YH,C2,1653.53,,Terciari,C,213.52,C,37.08,116.32,27577.37,NO,NO,NO,NO,NO,NO,,CE3X,1.8,3.66,Certificació voluntària,0.49,2.1,,,NBE-CT-79,Edificis existents,Altres,C,14.65,C,3.59,G,2.46,C,16.27,D,81.15,C,21.22,G,14.54,C,96.05,G,99.58,C,22.26,0.8,,,,NO,,28/09/2017,,
B6VTYLCST,Ronda de Ponent,41,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3147403DF2734G0001BM,C2,757,,Terciari,D,184.97,C,32.4,102.94,14.25,NO,NO,NO,NO,NO,NO,,CE3X,0.5,3.44,"Edificis o parts d'edificis (+500 m2) amb ús administratiu, sanitari, comercial, docent, restauració",0.49,2.1,,,CTE 2006,Edificis existents,Oficines,A,5.34,C,3.46,C,1.8,C,9.55,A,27.34,C,20.42,B,8.5,C,56.41,C,31.83,E,25.47,,,,,NO,,19/09/2022,,
FXS49R7WC,Calle Josep Tarradellas Barcelona-El Prat Airport- Mantenimiento Vueling,S/N,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3125179DF2732E0000IH,C2,2344,,Terciario,C,225.79,B,38.25,115.56,18.32,NO,NO,NO,NO,NO,NO,,CE3X,1.8,3.4,"Edificios o partes de edificios (+500 m2) de uso administrativo, sanitario, comercial, docente, restauración...",0.49,2.1,,,NRE-AT-87,Edificis existents,Otros,B,14.85,B,4.01,G,1.89,B,17.51,C,87.66,B,23.64,G,11.14,B,103.35,G,131.62,C,37.97,,,,,NO,,01/02/2023,,
K7D438M7H,Lugar AEROPUERTO JOSEP TARRADELLAS BARCLEONA-EL PRAT,S/N,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3125138DF2732E0000MH,C2,692,,Terciario,D,225.43,C,40.08,130.07,16.94,NO,NO,NO,NO,NO,NO,,CE3X,2.38,5.7,Certificación voluntaria,0.49,2.1,,,NBE-CT-79,Edificis existents,Otros,C,25.9,A,0,G,3.31,C,10.86,D,141.74,A,0,G,19.57,C,64.13,F,110.24,A,0,,,,,NO,,10/06/2022,,
ZFMQQNMZN,Carrer ANTONI TAPIES,18,,4,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4245803DF2744E0067PA,C2,79,,Habitatge individual en bloc d'habitatges,E,190.56,E,39.71,155.17,10.14,SI,NO,NO,NO,NO,NO,,CE3X,0.29,3.37,Sol·licitud d'ajuts,0.49,2.1,,,CTE 2013,Edificis existents,,E,26.13,A,0.04,G,13.54,,0,E,126.36,A,0.24,G,63.96,,0,E,90.41,A,0.22,,,,,NO,,28/12/2022,,
3V6DXXXS,Lugar AEROPUERTO JOSEP TARRADELLAS BARCELONA-EL PRAT,S/N,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,31251E3DF2732E0000SH,C2,762,,Terciario,E,745.93,D,126.36,381.75,60.53,NO,NO,NO,NO,NO,NO,,CE3X,0.73,3.18,"Edificios o partes de edificios (+500 m2) de uso administrativo, sanitario, comercial, docente, restauración...",0.49,2.1,,,CTE 2006,Edificis existents,Oficinas,C,48.47,E,5.99,G,5.15,G,66.74,D,286.16,E,35.37,G,30.43,G,393.98,E,221.57,F,36.96,,,,,NO,,18/06/2022,,
QLSYC6DFC,Calle Viladecans,4,,,A,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4357717DF2745E0001WE,C2,75.7,,Vivienda unifamiliar,B,50.38,A,8.53,25.79,309.51,NO,NO,NO,NO,NO,NO,,CERMA,0.43,2.7,Nueva construcción,0.49,2.1,,,CTE 2013,Edificis acabats,,A,5.45,B,1.16,A,1.93,,,B,32.15,C,6.82,A,11.41,,,C,34.1,C,6.98,0.73,,,,,,08/02/2018,,
3M4T5NY7M,Carrer d'ANTONI TÀPIES,30,A-B-C,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,,C2,3955,,Bloc d'habitatges,B,37.42,B,7.69,29.62,0.05,NO,NO,NO,NO,NO,NO,,HULC,0.75,1.85,Nova construcció o gran rehabilitació,0.49,2.1,,,CTE 2013,Edificis acabats,,B,4.11,B,0.94,B,2.64,,,B,19.41,C,5.55,C,12.46,,,B,15.63,C,5.68,,,,,,,10/03/2023,,
738JZMLMW,Carrer JOAQUIM SOSTRES,66,,1r,1a,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4748428DF2744H0002QF,C2,127,,Habitatge individual en bloc d'habitatges,E,172.07,E,36.39,144.23,8.77,NO,NO,NO,NO,NO,NO,,CE3X,1.3,3.78,Compravenda,0.49,2.1,,,Abans de 1979,Edificis existents,,E,34.33,A,0.19,A,1.88,,0,E,162.1,A,1.11,A,8.86,,0,E,84.18,A,1.13,,,,,NO,,20/01/2021,,
MQ5ZLLT9Q,Carrer IGUALADA,2,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,435050A2DF2745,C2,557,,Bloc d'habitatges plurifamiliar,F,231.87,E,48.91,193.34,1659.64,NO,NO,NO,NO,NO,NO,AAAF1071,CE3X,1.63,4.61,Sol·licitud d'ajuts,0.49,2.1,,,Abans de 1979,Edificis existents,,E,33.87,B,0.78,G,14.26,,0,E,159.92,C,4.61,G,67.34,,0,F,103.42,C,4.71,0.63,,,,NO,,08/05/2018,,
181935SVH,Ronda de Ponent,41,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3147403DF2734G0001BM,C2,1039,,Terciari,D,236.83,C,41.11,128.86,18.51,NO,NO,NO,NO,NO,NO,,CE3X,0.5,3.48,"Edificis o parts d’edificis (+500 m2) amb ús administratiu, sanitari, comercial, docent, restauració",0.49,2.1,,,CTE 2006,Edificis existents,Restauració,A,9.31,D,5.73,F,4.78,D,15.97,B,49.13,D,33.84,F,28.21,D,94.26,C,51.42,F,38,,,,,NO,,26/07/2022,,
2R4Q7CLWP,Lloc Aeropuerto,S/N,0,13,A,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3125197DF2732E0000QH,C2,3490.8,,Terciari,D,252.59,C,43.16,132.17,70627.1,NO,NO,NO,NO,NO,NO,,CE3X,1.6,2.9,Certificació voluntària,0.49,2.1,,,NBE-CT-79,Edificis existents,Altres,B,13.28,C,3.01,G,2.84,E,23.45,C,76.17,C,17.76,G,16.77,E,138.41,E,87.68,D,18.89,0.1,,,,NO,,28/09/2017,,
8YGKCR1Q1,Carrer Sant Boi,5,,,A,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4357720DF2745E0001WE,C2,46.33,,Habitatge unifamiliar,B,50.73,A,8.59,25.96,190.6,NO,NO,NO,NO,NO,NO,,CERMA,0.37,2.9,Nova construcció,0.49,2.1,,,CTE 2013,Edificis acabats,,B,6.58,A,0.73,A,1.29,,,B,38.82,B,4.3,A,7.62,,,C,38.46,B,4.4,0.7,,,,,,07/03/2018,,
1Z417YRKM,Passeig Ramon Codina,84,,,,08220,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3447104DF2734F,C2,781,,Bloc d'habitatges,E,119.56,E,25.32,100.47,1.01,NO,NO,NO,NO,NO,NO,,CE3X,0.6,3.78,Sol·licitud d'ajuts,0.49,2.1,,,NBE-CT-79,Edificis existents,,E,19.78,A,0,F,5.54,,0,E,93.39,A,0,G,26.17,,0,E,66.93,A,0,,,,,NO,,25/09/2022,,
24PTXWFKF,Lloc Aeropuerto,S/N,G,OD,OS,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3125182DF2732E0000IH,C2,1760.08,,Terciari,D,324.32,C,59.31,199.85,40819.82,NO,NO,NO,NO,NO,NO,,CE3X,1.1,3.41,Certificació voluntària,0.49,2.1,,,NBE-CT-79,Edificis existents,Altres,C,36.25,C,2.48,G,4.9,C,15.35,D,188.24,C,14.66,G,28.92,C,90.64,E,142.76,D,14.71,0.8,,,,NO,,28/09/2017,,
N4NNR7LG2,Carrer RIU LLOBREGAT,64,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3644601DF2734D,C2,756,,Bloc d'habitatges plurifamiliar,E,128.42,E,26.99,106.34,0.83,NO,NO,NO,NO,NO,NO,,CE3X,0.85,4.25,Sol·licitud d'ajuts,0.49,2.1,,,NBE-CT-79,Edificis existents,,E,19.52,B,0.81,G,6.66,,0,E,92.17,C,4.8,G,31.44,,0,E,68,C,4.01,,,,,NO,,22/09/2019,,
TZTB9PCCL,Calle Ignasi Iglesias,66,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4460424DF2746A0001KU,C2,78,,Vivienda unifamiliar,E,242.12,E,48.7,183.48,1103.19,NO,NO,NO,NO,NO,NO,,CE3X,1.88,5.17,Compra o Venta,0.49,2.1,,,Abans de 1979,Edificis existents,,E,38.4,B,1.04,G,9.26,,0,E,181.33,B,6.15,G,54.65,,0,F,140.18,B,6.29,0.83,,,,NO,,31/10/2018,,
SYK1F5K7N,Passeig Parc del Riu,3,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,5456902DF2755E,C2,454.9,,Terciari,A,228.6,A,51.8,0,0,,NO,NO,NO,,NO,,CALENER VYP,0,0,Nova construcció,0.49,2.1,,,CTE 2006,Edificis acabats,Esportiu,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2014,,
90XR8YC5N,Lloc Aeropuerto,S/N,A,OD,OS,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3125180DF2732E0000DH,C2,1678.79,,Terciari,D,381.87,C,68.56,225.45,47372.1,NO,NO,NO,NO,NO,NO,,CE3X,1.1,3.41,Certificació voluntària,0.49,2.1,,,NBE-CT-79,Edificis existents,Altres,C,28.31,C,3.86,G,5.78,D,28.96,D,144.28,C,22.78,G,34.12,D,170.98,E,117.32,C,22.77,0.13,,,,NO,,28/09/2017,,
6TPBVYNT7,Carrer DE CADAQUÉS,3,A i B,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,,C2,2049,,Bloc d'habitatges plurifamiliar,A,26.41,A,4.52,13.89,0.1,NO,NO,NO,NO,NO,NO,,HULC,0.28,1.47,Nova construcció,0.49,2.1,,,CTE 2013,Edificis acabats,,A,1.15,C,1.15,A,2.22,,,A,6.5,D,6.81,C,13.1,,,B,9.57,D,6.97,,,,,,,11/03/2020,,
1H1CR04WN,Lloc Aeropuerto,S/N,0,40,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,31251E4DF2732E0000ZH,C2,545.63,,Terciari,C,261.21,C,44.61,136.46,11426.08,NO,NO,NO,NO,NO,NO,,CE3X,1.6,2.9,Certificació voluntària,0.49,2.1,,,CTE 2006,Edificis existents,Altres,B,23.79,B,1.94,G,2.47,B,14.67,C,138.33,B,11.44,G,14.6,B,86.62,E,142.6,B,13.43,0.14,,,,NO,,28/09/2017,,
V64CZTBJ4,Lugar AEROPUERTO JOSEP TARRADELLAS BARCELONA EL PRAT,S/N,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3125139DF2732E0000OH,C2,880,,Terciario,C,152.23,C,25.79,77.91,12.35,NO,NO,NO,NO,NO,NO,,CE3X,0.73,3.16,Certificación voluntaria,0.49,2.1,,,CTE 2006,Edificis existents,Oficinas,C,7.49,C,2.65,F,0.59,C,15.06,D,44.22,C,15.64,F,3.46,C,88.92,E,34.87,C,12.8,,,,,NO,,10/06/2022,,
RB46T0R0Y,Avinguda APEL·LES MESTRES,107,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3553413DF2735D0001BD,C2,1539,,Terciari,A,114.59,A,19.41,58.65,9.3,NO,NO,NO,NO,NO,NO,,CE3X,0.29,3.54,"Edificis o parts d’edificis (+500 m2) amb ús administratiu, sanitari, comercial, docent, restauració",0.49,2.1,,,CTE 2013,Edificis existents,Comerç,B,27.82,A,0.75,D,0.13,A,2.91,C,164.2,A,4.45,D,0.74,A,17.17,D,145.71,A,4.55,,,,,NO,,09/06/2022,,
CM6M9PGX3,Calle Cal Coracero,46,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,7242501DF2774C0001WE,C2,1450,,Terciario,C,117.59,B,19.92,60.18,9.54,NO,NO,NO,NO,NO,NO,,CE3X,1.27,3.77,Certificación voluntaria,0.49,2.1,,,Abans de 1979,Edificis existents,Oficinas,B,6.36,A,0.64,G,0.92,C,12,C,37.56,A,3.77,G,5.43,C,70.83,G,60.97,A,5.56,,,,,NO,,19/05/2022,,
5Q6V5918N,Polígon PARCELA 22. ZAL-PRAT PORT DE BARCELONA,1,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,7939525DF2773H0001HI,C2,5723,,Terciari,F,252.74,D,42.81,129.35,20.51,NO,NO,NO,NO,NO,NO,,CE3X,0.41,2.89,Sol·licitud d'ajuts,0.49,2.1,,,CTE 2006,Edificis existents,Oficines,A,4.88,A,0.04,G,1.64,D,12.19,A,28.82,A,0.21,G,9.68,D,71.99,C,39.82,A,0.3,,,,,NO,,24/03/2023,,
402MCV178,Carrer Sant Boi,5,,,B,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4357719DF2745E0001BE,C2,46.3,,Habitatge unifamiliar,B,50.73,A,8.59,25.96,190.6,NO,NO,NO,NO,NO,NO,,CERMA,0.37,2.9,Nova construcció,0.49,2.1,,,CTE 2013,Edificis acabats,,B,6.58,A,0.73,A,1.29,,,B,38.82,B,4.3,A,7.62,,,C,38.46,B,4.4,0.7,,,,,,07/03/2018,,
1FKY7QX5Y,Ronda de Ponent,41,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3147403DF2734G0001BM,C2,7205,,Terciari,C,167.91,C,28.92,89.62,13.29,NO,NO,NO,NO,NO,NO,,CE3X,0.5,3.44,"Edificis o parts d’edificis (+500 m2) amb ús administratiu, sanitari, comercial, docent, restauració",0.49,2.1,,,CTE 2006,Edificis existents,Oficines,A,5.59,C,3.59,C,0.37,D,13.71,A,30.61,C,21.16,B,1.74,D,80.96,C,38.64,D,27.36,,,,,NO,,02/09/2022,,
3L8DHY372,Carrer ERNEST LLUCH,14,ABCDEF,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4144402DF2744C0001OF,C2,9758,,Bloc d'habitatges plurifamiliar,B,32.29,B,6.6,25.32,0.02,NO,NO,NO,NO,NO,NO,,HULC,0.27,2,Nova construcció,0.49,2.1,,,CTE 2013,Edificis acabats,,B,4.4,B,0.93,A,1.27,,,B,20.77,C,5.51,A,6.01,,,B,16.46,C,5.64,,,,,,,02/03/2020,,
YV234C4L4,Carrer JAUME CASANOVAS,270,A-B-C,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4444303DF2744C0001DF,C2,3955,,Bloc d'habitatges,B,37.12,B,7.62,29.31,0.05,NO,NO,NO,NO,NO,NO,,HULC,0.28,1.84,Nova construcció o gran rehabilitació,0.49,2.1,,,CTE 2013,Edificis acabats,,B,4,B,0.98,B,2.64,,,B,18.9,C,5.76,C,12.46,,,B,15.81,D,7.5,,,,,,,05/10/2022,,
